Restaurant Name,Restaurant Name Length,Address Length,Has Table Booking (binary),Has Online Delivery (binary),Aggregate rating
Cafe Coffee Day,15,25,0,1,2.9
Cake Plaza,10,35,0,1,3.1
Crispy Tokri,12,44,0,0,3.1
De Royale Food's,16,35,0,0,3.2
Faasos,6,80,0,1,3.0
Fouji Da Vaishno Dhaba,22,44,0,0,2.9
Fun Bytes,9,49,0,1,2.5
G's Patisserie,14,39,0,0,2.8
Giani,5,50,0,1,3.2
Gopals 56,9,63,0,0,3.2
Green Chick Chop,16,43,0,0,3.2
Heaven's Kitchen,16,65,0,1,3.3
Heavens Food Corner,19,49,0,0,2.8
Just Kababs,11,51,0,0,3.4
Keventers,9,44,0,0,3.2
Komal Kitchen,13,37,0,0,2.8
Kwality Sweets & Restaurant,27,68,0,0,2.9
Mehak Food Corner,17,60,0,0,3.2
Mr. Sub,7,39,0,1,3.2
Muradabadi Shahi Biryani & Chicken Corner,41,43,0,1,2.6
Muradabadi,10,39,0,0,3.0
New Radhe Radhe Snacks Corner,29,31,0,0,3.1
Nirula's Ice Cream,18,55,0,0,3.2
Noor Restaurant,15,68,0,1,3.4
Paul's Homemade,15,36,0,0,3.1
Pinkom's Bar-Be-Que,19,62,0,0,3.2
Prince of China,15,69,0,1,3.1
Punjabi Corner,14,18,0,1,3.3
Punjabi Snacks,14,49,0,0,2.9
Quality Food Point,18,64,0,0,3.0
Radhe Shyam,11,23,0,0,2.8
Raj South Indian Food,21,39,0,0,3.0
Roll Club,9,40,0,0,3.3
Shameem Kabab Corner,20,66,0,0,3.3
Shiv Dhaba,10,37,0,0,3.1
Silver Spoons,13,40,0,1,2.7
Takkar Dhaba,12,43,0,1,2.6
The Biryani Wallas,18,30,0,0,3.2
The Tuck Shop,13,40,0,0,3.3
Uncle Xpress,12,63,0,1,3.4
Vaishno Rasoi,13,64,0,1,2.6
Vatika,6,29,0,1,2.7
Walk To Italy,13,45,0,0,3.1
Behrouz Biryani,15,18,0,1,3.6
Big Dragon,10,51,1,0,3.6
Cafe Filter,11,35,0,1,3.6
Chowki,6,18,0,1,3.7
Circle Cafe and Bar,19,33,0,0,3.5
FreshMenu,9,82,0,1,3.6
Giani's,7,54,0,1,3.5
Gopal's 56,10,49,0,0,3.8
Instapizza,10,32,0,1,3.8
Just Vada Pav,13,41,0,0,3.6
Khidmat,7,59,1,1,3.6
Naivedyam,9,35,0,1,3.8
New Shere Punjab Dhaba,22,37,0,0,3.6
Sant Sweets,11,56,0,0,3.5
Tikka- Way,10,42,0,1,3.5
Bake Bite,9,37,0,0,0.0
Chinese Chaat Corner,20,48,0,0,0.0
Chocofairies,12,41,0,0,0.0
Punjabi Rasoi,13,77,0,1,2.4
Punjabi Xpress,14,39,0,1,2.3
The Cake Factory,16,64,0,1,2.3
"34, Chowringhee Lane",20,30,0,0,3.3
Annapurna Restaurant,20,57,0,1,2.5
BTW,3,79,0,0,3.1
Cafe Coffee Day,15,59,0,0,3.3
Chawla's Chic Inn,17,61,0,0,3.3
Chennai Hot Cafe,16,37,0,0,3.4
Daawat E Mezbaan,16,45,0,0,3.1
Dessert in Desert,17,44,0,0,3.4
Domino's Pizza,14,88,0,0,3.4
Filmy Cafe & Bar,16,75,1,0,2.9
Firenze,7,43,0,0,2.8
Giani,5,61,0,1,3.4
Gullu's,7,48,0,0,3.1
Manwhar,7,57,0,0,3.2
Midnight Hunger Hub,19,22,0,0,3.3
Mini Shop,9,64,0,0,3.3
Nine 75 Lounge & Bar,20,51,1,0,3.2
Pradhan Ji Multi Cuisine Restaurant,35,64,0,1,3.3
Punjabi Chaap Corner,20,52,0,1,2.9
Sagar Ratna,11,43,0,1,2.7
Shiva Coffee & South Indian Fast Food,37,27,0,0,2.7
The Ice Cafe,12,44,0,0,3.2
Tikka Junction,14,97,0,0,3.4
Trending Eats,13,98,0,0,3.4
Twenty Four Seven,17,51,0,0,3.3
Vikrant Cafe,12,28,0,1,3.3
Vishal Restaurant,17,79,0,0,3.1
Badri Prasad Ramesh Kumar Caterers,34,56,0,0,3.5
Bistro,6,37,0,0,3.9
Chaudhary Sweets Corner,23,64,0,0,3.8
Chowringhee,11,59,0,1,3.6
Cones & Curries,15,76,0,1,3.7
Darvesh Corner,14,71,0,0,3.6
Deez Biryani & Kebabs,21,75,0,1,3.7
Frozen Pan,10,73,0,0,3.9
Giani's,7,64,0,1,3.8
Havmor Ice Cream,16,81,0,1,3.7
Keventers,9,54,0,0,3.5
Manohar Bikkaneri,17,47,0,0,3.8
Manohar Bikkaneri,17,66,0,0,3.6
Nukkadwala,10,52,0,1,3.7
Om Di Hatti,11,69,0,0,3.7
Orange Tree Cafe,16,85,1,0,3.5
Rigo Noodles,12,45,0,0,3.5
Sethi's The Cake Shop,21,72,0,0,3.9
Shake Square,12,51,0,0,3.6
Sharma Kachoriwala,18,44,0,0,3.7
Shawarma Wala,13,46,0,0,3.7
Shree Rathnam,13,47,0,1,3.5
Shri Bankey Bihari Brajwasi Rasgulle Wala,41,29,0,0,3.5
Sid's Kitchen,13,44,0,1,3.8
Subway,6,75,0,1,3.5
Sweet Life By Henna,19,51,0,0,3.5
The Midnight Heroes,19,42,0,1,3.8
Urban Hub,9,82,1,0,3.6
Vaishno Chat Bhandar,20,56,0,0,3.9
Ved Dhaba,9,63,0,0,3.5
Veg Ex,6,13,0,1,3.6
Wokin Street,12,78,0,1,3.6
Yadav Namkeens & Bakers,23,61,0,1,3.5
Javed Chicken Corner,20,75,0,0,0.0
Kamal Chicken,13,75,0,0,0.0
Singh Chinese Fast Food,23,62,0,0,0.0
Chill'm Bar & Cafe,18,40,1,1,4.2
Coffee & Cream,14,53,0,0,4.0
Chawla Di Hutti,15,70,0,0,3.1
Sher 'A' Punjab Bhojnalya,25,74,0,1,3.3
Guru Rakha,10,83,0,0,3.1
Shudh Vaishno Hotel,19,78,0,1,3.4
Kumar Samose Wala,17,45,0,0,4.1
Amigo's Deli,12,70,0,0,3.2
Ananda Food Express,19,75,0,1,3.2
Green Chick Chop,16,58,0,0,3.4
Khana Vaana,11,54,0,0,3.4
Momoholic,9,101,0,0,3.3
Nazeer Foods,12,73,0,0,3.3
Pind Balluchi,13,84,1,1,2.6
Rumours,7,76,1,0,3.4
Spice Grill,11,64,0,1,3.2
Utopia,6,60,1,0,3.2
Aroma Rest O Bar,16,80,1,1,3.6
Cafe Shloka,11,44,0,1,3.5
Chawla's Tandoori Junction,26,61,1,0,3.5
Desi Villa,10,45,1,0,3.7
Kanwarji's,10,57,0,0,3.5
Palomino,8,43,1,1,3.7
Raasa The Luxuriate Fine Dine,29,64,1,1,3.7
Shiv Tikki Wala,15,81,0,0,3.8
The Barbeque Company,20,77,0,0,3.8
The Wrap Factory,16,80,0,0,3.6
Urban Punjab,12,98,1,0,3.5
Classic,7,108,0,0,4.0
Goosebumps,10,61,0,1,4.0
Adyar Ananda Bhavan,19,44,0,0,2.8
Amma Mess,9,62,0,0,3.4
Amritsari Chaap Corner,22,70,0,0,2.9
Aroma Spice,11,34,1,0,3.4
Boheme Cafe Bar,15,54,1,1,3.2
Cafe Coffee Day,15,48,0,0,2.6
Chinese King,12,54,0,1,2.5
Chopsuey,8,60,0,1,3.2
Chowringhee,11,74,0,1,3.4
Crossroad Bar and Restaurant,28,91,0,0,3.0
Domino's Pizza,14,56,0,0,3.4
Giani's,7,60,0,1,3.4
Giani,5,66,0,1,2.7
Gulnar Bar Be Que,17,34,0,1,3.1
Kwality Bengali Sweets,22,61,0,0,2.9
Little Chef,11,74,0,1,2.7
M J Dosa Corner,15,59,0,0,2.9
Moolchand's,11,51,0,0,3.3
New Angaar Hyderabadi,21,42,1,1,3.1
New Frontier Hotel,18,40,0,0,3.3
Oberoi Biryani,14,57,0,0,2.9
Om Ji Om,8,61,0,0,3.2
Om Saravana Bhavan,18,51,0,0,2.7
Pindi Meat,10,44,0,0,3.4
Punjab Sweet Corner,19,47,0,0,3.3
R1 Lounge,9,65,1,1,2.6
R1 Take Away,12,65,0,1,2.5
Raffles,7,44,1,0,3.1
Raj Sweets,10,56,0,0,2.8
Ramas Cafe,10,82,0,0,3.3
Sandoz,6,44,0,0,3.4
Sandoz,6,36,0,0,2.7
Shudh,5,72,0,1,3.1
Southy,6,71,0,1,3.1
Spicy by Nature,15,51,1,0,2.7
Spicy N Karara,14,65,0,1,3.3
Spooky Sky,10,35,0,1,3.4
Sri Krishna Udupi,17,51,0,0,3.0
Tempting Restaurant,19,55,1,1,2.7
The Smokin' Grill by The Flashback,34,79,0,1,3.3
Three Tuns,10,60,1,0,3.2
Wah Ji Wah,10,59,0,1,2.5
Wow! Momo,9,68,0,0,2.6
Wrap & Roll,11,65,0,1,3.4
Anjlika Pastry Shop,19,44,0,0,3.6
Bakeology,9,43,0,0,3.5
Changezi Chicken,16,99,0,1,3.7
Chargrill Resto Bar,19,55,1,1,3.6
Chowringhee,11,69,0,1,3.7
Glenz Cafe N Bakers,19,69,0,1,3.8
Happy2Bake,10,83,0,1,3.5
Nazeer Foods,12,75,0,1,3.5
Pakode Ki Dukaan,16,70,0,0,3.6
Peshawari Chicken Corner,24,59,0,1,3.6
Prem Dhaba,10,71,0,0,3.7
Ravi Raj Di Kulfi,17,62,0,0,3.6
Shawarma King's,15,60,0,1,3.7
Shri Rama Restaurant,20,46,0,1,3.5
Sri Balaji,10,50,0,0,3.5
Standard Burfee,15,47,0,0,3.8
Subway,6,34,0,0,3.6
Suruchi,7,70,0,1,3.8
Tera Hotel,10,40,0,0,3.5
The Diet Kitchen,16,21,0,1,3.7
The Spot,8,63,0,0,3.5
Wrapss,6,52,0,1,3.5
Wrapss,6,80,0,1,3.5
Al Naseem Foods Shawarma,24,54,0,0,0.0
Ganpati Bhoj,12,57,0,0,0.0
Pandit Dhaba,12,62,0,0,0.0
Red Chili Potato,16,37,0,0,0.0
Cafe Coffee Day,15,57,0,0,2.3
Jade Garden,11,45,1,0,2.4
Art of Spices,13,61,0,0,4.0
Sindhi Corner,13,60,0,0,4.0
The Feast House,15,68,1,0,4.3
Zaffran,7,38,0,0,4.5
McDonald's,10,47,0,0,3.3
Captain Grub,12,22,0,1,3.1
M:Eat by Blanco,15,28,0,0,3.3
Omazoni,7,45,0,1,2.5
Prabhu Chaat Bhandar,20,71,0,0,3.2
Sugar & Spice - Le Marche,25,28,0,0,3.3
Big Chill,9,28,0,0,4.5
Big Chill,9,26,0,0,4.6
Amici Cafe,10,39,1,1,3.8
Azam's Mughlai,14,27,0,0,3.9
Boombox Cafe,12,29,1,0,3.6
Cafe Illuminatii,16,54,1,1,3.6
Cafe Turtle,11,48,0,0,3.6
China Fare,10,28,0,0,3.7
Chokola,7,28,0,1,3.8
Cravings By Arshi Dhupia,24,45,0,0,3.6
Harry's Bar + Cafe,18,42,1,0,3.7
Khan Chacha,11,55,0,0,3.7
La Bodega,9,52,1,1,3.6
La Vie,6,28,0,1,3.9
Latitude 28,11,36,1,0,3.8
Laziz Kabab (Subhash Restaurant),32,46,0,0,3.7
Mr. Choy,8,39,0,0,3.9
Public Affair,13,29,0,0,3.8
Qureshi Kabab,13,50,0,0,3.5
Side Wok,8,26,1,1,3.9
Subway,6,27,0,1,3.7
t Lounge by Dilmah,18,42,0,0,3.6
The Blue Door Cafe,18,39,1,0,3.7
The Coffee Bean & Tea Leaf,26,39,0,0,3.8
Town Hall,9,70,0,0,3.8
Wok  In The Clouds,18,31,0,1,3.8
Cafe Coffee Day,15,44,0,0,0.0
Civil House,11,26,1,0,4.2
L'Opera,7,27,0,1,4.0
Mamagoto,8,50,1,1,4.1
Out Of The Box,14,25,1,0,4.0
Parallel,8,26,1,0,4.0
Perch Wine & Coffee Bar,23,37,0,0,4.2
Smoke House Deli,16,37,1,0,4.0
Smokey's BBQ and Grill,22,37,1,1,4.2
SodaBottleOpenerWala,20,26,0,0,4.2
The Artful Baker,16,33,0,0,4.0
The Big Chill Cakery,20,35,0,0,4.4
The Chatter House,17,43,1,0,4.2
Amaze Dining,12,28,1,0,3.1
Amritsari Naan & Kulcha,23,61,0,0,3.1
Bangla Sweets,13,50,0,1,3.3
Bj's Lounge & Cafe,18,66,1,1,3.0
BTW,3,43,0,0,3.2
Cabana's Kabab & Curry's,24,27,0,0,3.3
Cafe Coffee Day,15,51,0,0,3.2
Chaap Point,11,70,0,0,3.2
Chicken Chilli Corner,21,43,0,0,3.1
Chinese Dragon,14,48,0,0,2.6
Copper Restro Bar,17,44,1,0,2.8
Corner Sweets,13,63,0,0,3.2
D'Casa,6,46,1,0,2.7
Delhi 15,8,44,1,1,2.7
Dialogue Lounge & Caf��,23,43,0,0,3.0
Domino's Pizza,14,57,0,0,3.3
Flavours From Heaven,20,108,0,0,3.3
Flavours Of Biryani,19,54,0,1,3.3
Flirty Momo's,13,60,0,1,3.0
Gedi Grill,10,69,0,0,3.4
Green Chick Chop,16,62,0,0,2.7
Indian Bites,12,42,0,1,2.7
Karan's Vaishno Dhaba,21,56,0,1,3.2
Le Swaadik,10,80,0,0,3.3
Let's Meet Up,13,35,0,0,3.2
Madan's Kabab Centre,20,42,0,0,3.2
Midnight Fries,14,45,0,1,2.7
Moradabadi Biryani,18,64,0,0,3.1
Namdhari's Icecream & Bakers,28,63,0,0,2.8
Pahariya Chicken Corner,23,56,0,0,3.1
Pahariya Chicken,16,55,0,0,2.7
Pappi Machhi Wala,17,69,0,0,3.2
Pizza Hut Delivery,18,44,0,1,2.6
Polka Cakes & Coffee,20,63,0,0,3.3
Punjabi Joint,13,72,0,0,2.8
Rain Tree Grill,15,89,1,1,3.2
Resunga Food Corner,19,63,0,0,3.0
Shri Ram Poori Wale,19,75,0,0,2.8
Supa's Restaurant,17,28,1,0,3.2
Swad Fast Food,14,56,0,0,2.9
Syall Kotian Da Dhaba,21,65,0,0,3.0
The Krib,8,89,1,0,3.2
Turtle Bay,10,71,1,0,3.4
Yakooz,6,120,0,0,3.1
Above & Beyond,14,57,1,1,3.5
Bawa Chicken,12,47,0,0,3.5
Chatore,7,49,0,0,3.6
Chocomore,9,39,0,0,3.7
Clay 1 Grill,12,55,1,0,3.6
Firangi Island,14,37,1,0,3.5
Jeet Chaat Bhandar,18,65,0,0,3.5
Mr. Grill,9,87,0,1,3.6
Tikka Junction,14,53,0,1,3.5
Momos Hut & Chinese Food,24,82,0,0,2.4
Wah Ji Wah,10,80,0,0,2.1
Yo! China,9,67,0,1,2.4
Aapki Apni Rasoi,16,68,0,0,2.9
Aapki Rasoi,11,45,0,0,3.0
Advance Bakery,14,39,0,0,2.9
Apni Rasoi,10,84,0,0,2.9
Bakeyard,8,93,0,0,3.0
Bharat Chicken Inn Foods,24,45,0,0,2.9
Bobby Veg Corner,16,31,0,0,2.9
Brunch Point,12,66,0,0,2.9
Bunty Dhaba,11,68,0,1,2.5
Chandni Chowk Ka Sonu Parathe Wala,34,58,0,0,3.1
Chankya,7,44,0,0,3.2
Chaudhary Di Hatti,18,70,0,0,3.3
Cook Du Kdu,11,80,0,1,3.2
Daawat Restaurant,17,32,0,1,3.3
Delhi Dairy,11,55,0,0,3.2
Domino's Pizza,14,75,0,0,2.9
Domino's Pizza,14,49,0,0,3.1
F 2 Pastry Shop,15,74,0,0,3.3
Food Villa,10,47,0,0,2.9
Goosebumps,10,38,0,0,3.2
Gulab,5,32,0,0,3.3
Health Buzzz,12,32,0,1,3.1
Jain Dhaba,10,69,0,0,3.2
Jeeta Kulfi Walle,17,44,0,0,3.3
Kamal Meat House,16,53,0,0,2.6
Katyani Rasoi,13,58,0,0,3.2
Magic Masala,12,44,0,0,3.0
Masala Magic,12,46,0,0,3.0
Mother Sweets,13,42,0,0,3.4
Panj Taara,10,45,0,0,3.1
Prince Fried N Grilled Chicken,30,73,0,0,2.7
Punjabi's Veg Grill,19,52,0,0,3.1
Raja Chat Corner,16,39,0,0,3.3
Rajshree,8,71,0,0,3.3
Sachdeva Chicken Corner,23,64,0,0,3.4
Shree Rathnam,13,50,0,1,2.9
Sialkot,7,59,0,0,3.1
Singh-O-Singh Kebabs,20,41,0,1,3.1
Super Snacks,12,37,0,0,3.1
Tandoori Night,14,55,0,0,3.1
The Chaupal Bar And Restaurant,30,31,1,0,2.9
The Grill Point,15,54,0,0,3.0
The Roll Hut,12,83,0,0,3.1
Triveni,7,62,0,0,3.2
Gokul Foods,11,38,0,0,3.6
Papa Pizza,10,57,0,0,3.5
Aalishaan,9,72,0,0,0.0
Amritsari Chaat Bhandar,23,44,0,0,0.0
Bansal Foods,12,44,0,0,0.0
Bhatia Chinese Food,19,40,0,0,0.0
Break Fast Junction,19,41,0,0,0.0
Breakfast Hut,13,41,0,0,0.0
Buddy 's. Pizza,15,30,0,0,0.0
Chai Garam,10,46,0,0,0.0
Deepu Fish & Chicken,20,30,0,0,0.0
deliKitchen,11,37,0,0,0.0
Dial A Cake,11,45,0,1,0.0
Fuel Diet Cafe,14,62,0,0,0.0
GO CHATZ With Breadz,20,43,0,0,0.0
Goldy Chat Bhandar,18,85,0,0,0.0
Green Chick Chop,16,32,0,0,0.0
Hungry Heights,14,39,0,0,0.0
Kebabish,8,39,0,0,0.0
Khalsa Dhaba,12,63,0,0,0.0
Khanna's Hot Pizza,18,52,0,0,0.0
Lets Eat Veg,12,64,0,0,0.0
Mitra Da Dhabha,15,82,0,0,0.0
Murliwala Bakers,16,44,0,0,0.0
Panjabi Chic-Shoppe,19,31,0,0,0.0
Raj Petha Bhandar,17,43,0,0,0.0
Ramlal Sweets,13,39,0,0,0.0
Sanjha Chula Baba Da,20,31,0,0,0.0
Sri Krishna,11,31,0,0,0.0
Sugandh Corner,14,32,0,0,0.0
The Friends Cafe,16,45,0,0,0.0
The Muffin Girl,15,31,0,0,0.0
Rainbows,8,46,0,1,3.1
The Nest,8,40,1,0,3.5
Burger Head Quarter BHQ,23,27,0,0,0.0
Chez Jerome - Q Cafe,20,39,1,0,0.0
Mr. Billiken,12,28,0,0,0.0
Mulligan Cafe,13,41,0,0,0.0
Naya Adda,9,39,0,0,0.0
OCD - Online Cake Delivery,26,28,0,0,0.0
Puja Sandwich House,19,40,0,0,0.0
Ambersari Dhaba,15,53,0,0,3.4
Arabian Knites,14,48,0,0,3.0
Aryan's Rajasthani Pyaz Ki Kachori,34,39,0,0,3.1
Aviram's Chinese Kitchen,24,49,0,1,2.7
Bhagwan Sweets,14,73,0,0,2.8
Chawla,6,62,0,1,2.7
Chinese Hut,11,32,0,1,3.2
Flavourz,8,38,0,1,3.3
Lets Bake Love,14,51,0,0,3.0
Mahadev Dhaba,13,45,0,1,2.6
Sethi's Food Corner,19,45,0,0,3.3
Sethi's Restaurant,18,31,0,1,3.4
Sindhi Kulfi,12,61,0,0,3.0
Sri Kamakshi Vilas,18,48,0,0,2.7
The Midnight Hub - C,20,31,0,1,2.6
Anand Ji,8,44,0,0,3.8
Happy Hakka,11,32,0,1,3.7
Oberoi's,8,63,0,1,3.6
Relax Restaurant,16,31,1,1,3.5
Al-Rihan,8,50,0,0,0.0
All Day 99,10,45,0,1,0.0
Anna Dosa,9,49,0,0,0.0
Chick Chicken House,19,49,0,0,0.0
Chicken King,12,66,0,0,0.0
Choco Kraft,11,32,0,1,0.0
Cocoalicious Delights,21,44,0,0,0.0
FNV,3,32,0,0,0.0
Food En Vouge,13,32,0,1,0.0
Food Junction,13,55,0,0,0.0
Gian Ji Punjabi Dhaba,21,55,0,0,0.0
Govinda,7,49,0,0,0.0
Intermission,12,40,0,1,0.0
Karma Cafe & Lounge,19,32,0,1,0.0
Lotes Bakes,11,50,0,1,0.0
New Anna Ka Dosa,16,71,0,0,0.0
New Sethi's,11,32,0,0,0.0
Punjab Sweets,13,55,0,0,0.0
Shri Ram Dhaba,14,50,0,0,0.0
Standard Punjabi Food,21,31,0,1,0.0
Sunrise Bakery,14,45,0,0,0.0
Taste of Spice,14,32,0,1,0.0
The Celiac Kitchen,18,34,0,0,0.0
Aggarwal Sweet Corner,21,49,0,1,3.4
Behrouz Biryani,15,25,0,1,3.0
Biryani Blues,13,25,1,1,3.1
Burger King,11,36,0,1,3.4
Domino's Pizza,14,54,0,0,2.5
Gopal (Sindhi) Restaurant,25,48,0,1,3.4
Kabul Delhi,11,47,0,1,2.9
Khan Chacha,11,44,0,1,2.9
Pizza Hut Delivery,18,31,0,1,2.8
Punjabi Jaika,13,31,0,0,3.3
Rozy Restaurant,15,49,0,0,2.6
Taj Cafe,8,57,0,0,3.1
Tewari Sweets,13,33,0,0,3.1
The Burger Hut & Cake Shop,26,70,0,1,3.0
Angel's Basket,14,32,0,0,3.5
Bikanervala,11,63,0,1,3.7
Haldiram's,10,40,0,0,3.8
Moon of Taj,11,32,0,1,3.8
Tongue Thai'd,13,45,0,1,3.7
Udupi Sai Sarover,17,48,0,0,3.8
Wagh Bakri Tea Lounge,21,45,0,0,3.5
K2 Multi Cuisine Restaurant,27,42,1,0,0.0
Tibet Kitchen,13,50,0,0,3.5
Baba Nagpal Corner,18,64,0,0,4.1
Burger Street,13,47,0,0,3.4
Dilli Zaika,11,47,0,0,3.2
Mughal Chic Inn,15,65,0,0,3.3
Nutrition Theka,15,59,0,0,3.3
Punjabi Chaap Corner,20,49,0,0,3.1
Samosa Street,13,56,0,0,3.3
Shanu's Chicken Planet,22,63,0,0,3.2
Shanu's Food Shop,17,63,0,1,2.8
Bigbee,6,62,0,0,0.0
Delhi 6 Cafe,12,65,0,0,0.0
Lala Ji Sweets,14,65,0,0,0.0
MK's Chinese Food,17,70,0,0,0.0
Nirvana The Divine Kitchen,26,66,0,0,0.0
Preechen,8,38,0,0,0.0
Rahul Eggs,10,84,0,0,4.2
7 Stick,7,28,0,0,2.8
Aashirwad Restaurant,20,65,0,1,2.6
Amar Bakery,11,66,0,0,3.3
Apni Rasoi,10,40,0,0,3.1
Baked Buns,10,42,0,1,3.1
Banspi,6,41,0,0,2.9
Benchmark,9,43,0,0,2.8
Bobby Tikki Wala,16,41,0,0,3.0
Cafe Coffee Day,15,62,0,0,2.7
Cafe Coffee Day,15,77,0,0,2.8
Canteeno,8,68,0,0,3.0
Chai Mantra,11,66,0,0,3.2
Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,47,66,0,0,2.8
Chandni Chowk Parantha Corner,29,39,0,0,3.1
Chauhan Laxmi Sweets,20,51,0,0,3.0
Chawla's The Cake Room,22,39,0,1,3.4
China Town,10,44,0,0,2.9
Domino's Pizza,14,68,0,0,2.6
Faasos,6,81,0,1,2.6
Fast Trax,9,41,0,1,3.2
Finger Licious,14,77,0,1,3.4
Gulshan Pastry Shop,19,71,0,0,3.0
Handa's,7,76,0,1,2.6
Homely Delight,14,43,0,0,3.1
Jahangeer Foods,15,60,0,1,2.7
Kaleva,6,41,0,0,3.3
Laxmi Vaishno Dhaba,19,44,0,0,3.0
Little Pleasure Restaurant & Cafe,33,38,0,0,2.9
Mauryan Multi Cuisine Restaurant,32,71,0,1,3.4
Mehta Food Junction,19,63,0,1,3.0
Om Bikaner Wale,15,40,0,0,2.8
Ovenstory Pizza,15,22,0,1,2.9
Prasadam,8,65,0,0,2.8
Priyanshi Fast Food,19,39,0,0,3.3
Punjabi Tadka,13,74,0,0,3.1
Pyaali,6,84,0,1,2.8
Ruby Dhaba,10,43,0,0,2.7
Shree Manakamna Fast Food,25,62,0,0,3.4
The Chinese Hut,15,45,0,0,3.0
The Chinese Hut,15,53,0,1,3.2
The Chinese Kitchen,19,50,0,0,3.1
Twenty Four Seven,17,49,0,0,3.1
Vegie Kitchen,13,57,0,0,3.1
Behrouz Biryani,15,22,0,1,3.5
Burger King,11,41,0,1,3.5
Mohit di Hatti,14,60,0,0,3.8
Play Pizza,10,61,0,1,3.8
Sushiya Express,15,28,0,1,3.7
Tantrum Coffee Bar,18,55,0,0,3.5
Chawla's Tandoori Junction,26,70,0,0,0.0
Chennai Express Greens,22,61,0,0,0.0
Omi Pizza,9,62,0,0,0.0
South Indian & Chinese Fast Food,32,79,0,0,0.0
The Khoj Cafe Restaurent,24,55,0,0,0.0
Bharat Chicken Inn,18,91,0,1,2.4
Nathu's Sweets,14,41,0,1,2.1
Wah Ji Wah,10,59,0,1,2.2
QD's Restaurant,15,76,0,1,4.1
Henri's Bar - Le Meridien,25,46,0,0,3.3
Le Belvedere - Le Meridien,26,46,1,0,3.5
Longitude - Le Meridien,23,46,0,0,3.9
Nero - Le Meridien,18,46,1,0,3.5
The One - Le Meridien,21,46,1,0,3.8
Eau De Monsoon - Le Meridien,28,46,1,0,4.0
Slounge - Lemon Tree Premier,28,85,1,0,3.5
Al Bake,7,76,0,0,2.5
Al-Bawarchi,11,54,0,0,3.1
Big Dragon,10,64,0,0,3.1
BTW,3,67,0,0,3.3
Capital Curry,13,71,1,0,3.1
Domino's Pizza,14,81,0,0,2.5
Ekta's Kitchen,14,64,0,1,3.2
Gopal's,7,48,0,0,2.9
Moti Mahal Delux,16,65,1,1,2.6
Open Oven,9,67,0,0,3.4
Relax Xpress,12,69,0,1,3.2
Roll Club,9,68,0,0,2.7
SM Gopal Ice Cream & Cakes,26,77,0,0,3.2
Bangla Sweet Corner,19,49,0,0,2.6
Chinois,7,40,1,0,3.0
Dawat,5,42,0,0,2.9
Establishment Ristorante,24,46,0,0,3.1
Ganesha Sweets & Restaurant,27,47,0,0,2.6
Gopala,6,45,0,0,3.3
Green Chick Chop,16,42,0,0,2.9
Hot Chimney,11,45,1,0,2.5
Icon,4,40,1,0,3.2
Juneja's Eating Plaza,21,47,0,1,3.4
Lodhi Knights,13,69,0,0,3.1
Ram Singh's Bhoj,16,44,0,0,2.9
Republic of Chicken,19,46,0,0,2.7
Slice of Italy,14,53,1,1,3.3
Subway,6,47,0,1,3.2
The Altitude Cafe and Deli,26,48,0,0,3.1
Tokyo Mon Amour,15,40,1,0,3.1
Bhane,5,52,0,0,3.6
Celeste,7,47,0,0,3.5
Chidambaram's New Madras Hotel,30,41,0,1,3.8
CJ's Fresh,10,56,0,1,3.8
Elma's Brasserie,16,46,1,1,3.7
Kunafa,6,47,0,1,3.9
Lahori Gate,11,46,1,1,3.5
M I Food Center,15,47,0,0,3.8
Sugar Blossoms,14,58,0,0,3.6
Eywa by Saby @ Celeste,22,47,1,0,0.0
Cafe Coffee Day,15,42,0,0,2.3
Guppy,5,40,1,0,4.1
Ping's Caf�� Orient,19,40,1,0,4.1
The All American Diner,22,45,0,0,4.1
Armaan's Restaurant,19,74,0,0,2.8
Garden Chef,11,54,0,0,3.0
Golooji's Chat Waat,19,43,0,0,3.3
Oriental Lee,12,43,0,0,2.7
Peshawari Restaurant,20,40,0,0,3.1
Tikka Town,10,43,0,0,3.1
Titu Restaurant,15,52,0,0,2.9
Vijay Dhaba,11,49,0,0,2.9
Wild Willy,10,43,0,0,3.2
Diva Spiced,11,49,1,0,3.7
Granma's Homemade,17,43,0,0,3.6
Karim's,7,62,1,0,3.8
Sab Ki Khatir,13,64,0,0,3.7
Golden Bakery,13,46,0,0,0.0
Krishan Sweets,14,40,0,0,0.0
Rai Ji Caterers,15,62,0,0,0.0
Szoun Chinese Food,18,59,0,0,0.0
Yummy Mummy @ Delhi,19,44,0,0,0.0
Lodi - The Garden Restaurant,28,58,1,1,4.2
Aggarwal Sweets & Restaurant,28,49,0,0,2.7
Ashirwad Dhaba,14,69,0,0,2.9
Barichi Restaurant,18,57,1,0,2.9
Bikaner Sweets,14,59,0,0,2.7
Bikaner,7,45,0,0,2.9
Chatori Zubaan 2,16,57,0,0,3.0
Chinese Mania,13,87,0,0,3.2
Da Pizza Corner,15,43,0,1,2.5
Dhaba Cash 'N' Carry Kitchen,28,67,0,0,3.1
Dom Dang Kins Restaurant,24,72,0,0,3.1
First Choice,12,64,0,0,2.9
Hungry Hut,10,63,0,0,3.1
Le Seasons Restaurant,21,55,1,0,2.8
